ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (oz)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 visible","Attribute 6 global","Meta: _parent_sku","Meta: __is_newly_created_product","Meta: Dimming","Meta: Output Power (W)","Meta: Output Current","Meta: Output Voltage","Meta: Safety","Meta: Waterproof Level","Meta: Model Name","Meta: Datasheet Download Link","Meta: Series","Meta: Output Power (Sorting)","Meta: Output Current (Sorting)","Meta: _wp_page_template","Meta: __first_variation_id","Meta: _variation_updated"
5461,variable,76684d28772b,"All-in-One Dimming Outdoor LED Drivers 240W Programmable Series, Constant Voltage",1,0,visible,,"outdoor programmable Constant Voltage",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers, LED Drivers > Mid Power LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD240-SMT-48(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Rest\,Clock\,DMX (upon request) ultra-deep dimming",1,1,"Output Power (W)",240,1,1,"Output Current","up to 12A",1,1,Safety,UL,1,1,"Waterproof Level",IP67,1,1,76684d28772b,,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",240,"up to 12A",16-24,UL,IP67,PLD240-SMT-48(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/13-Programmable-240.pdf,"All-in-One Dimming Outdoor LED Drivers 240W Programmable Series, Constant Voltage",240,12,default,,
5466,variable,9c0eb15429c2,"All-in-One Dimming Outdoor LED Drivers 320W Programmable Series, Constant Voltage",1,0,visible,,"outdoor programmable Constant Voltage",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers, LED Drivers > Mid Power LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD320-SMT-428(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Rest\,Clock\,DMX (upon request) ultra-deep dimming",1,1,"Output Power (W)",320,1,1,"Output Current","up to 0.7A",1,1,Safety,UL,1,1,"Waterproof Level",IP67,1,1,9c0eb15429c2,,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",320,"up to 0.7A",320-428,UL,IP67,PLD320-SMT-428(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/14-Programmable-320.pdf,"All-in-One Dimming Outdoor LED Drivers 320W Programmable Series, Constant Voltage",320,0.7,default,,
5474,variable,710094c8b304,"ICE-305 Programmable Series
400W All-in-One Dimmable Outdoor LED Drivers, Constant Voltage",1,0,visible,,"Constant current & constant voltage output,output current & output voltage programmable,support wireless dimming (Bluetooth or ZigBee protocol)",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers > High Power LED Drivers, LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD400-SMT-58(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Reset\,Clock\,DMX (upon request) ultra-deep dimming",1,1,"Output Power (W)",400,1,1,"Output Current","up to 6.8A",1,1,Safety,UL8750+EN61347-2-13,1,1,"Waterproof Level",IP67,1,1,710094c8b304,,"0-10V,PWM,Reset,Clock,DMX (upon request) ultra-deep dimming",400,"up to 6.8A",40-58.8,"UL8750,EN61347-2-13",IP67,PLD400-SMT-58(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/15-ICE-305-Programmable-400.pdf,"ICE-305 Programmable Series
400W All-in-One Dimmable Outdoor LED Drivers, Constant Voltage",400,6.8,default,,
5480,variable,250af47e903d,"ICE-305 Programmable Series
500W All-in-One Dimmable Outdoor LED Drivers, Constant Voltage",1,0,visible,,"outdoor Constant Voltage，programmable,",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers > High Power LED Drivers, LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD500-SMT-58(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Resistor\,Clock",1,1,"Output Power (W)",500,1,1,"Output Current","up to 8.5A",1,1,Safety,UL,1,1,"Waterproof Level",IP67,1,1,250af47e903d,,"0-10V,PWM,Resistor,Clock",500,"up to 8.5A",40-58.8,UL,IP67,PLD500-SMT-58(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/16-ICE-305-Programmable-500.pdf,"ICE-305 Programmable Series
500W All-in-One Dimmable Outdoor LED Drivers, Constant Voltage",500,8.5,default,,
5486,variable,995ce7794b06,"ICE-305 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers, Constant Voltage",1,0,visible,,"outdoor Constant Voltage，programmable,",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers > High Power LED Drivers, LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD600-SMT-58(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Resistor\,Clock",1,1,"Output Power (W)",600,1,1,"Output Current","up to 10.2A",1,1,Safety,"UL\,cUL\,CE",1,1,"Waterproof Level",IP67,1,1,995ce7794b06,,"0-10V,PWM,Resistor,Clock",600,"up to 10.2A",40-58.8,"UL,cUL,CE",IP67,PLD600-SMT-58(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/17-ICE-305-Programmable-600.pdf,"ICE-305 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers, Constant Voltage",600,10.2,default,,
5492,variable,43318d94f53a,"ICE-305 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers, Constant Voltage",1,0,visible,,"outdoor Constant Voltage，programmable,",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers > High Power LED Drivers, LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD720-SMT-58(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Resistor\,Clock",1,1,"Output Power (W)",720,1,1,"Output Current","up to 12.2A",1,1,Safety,"UL\,cUL\,CE",1,1,"Waterproof Level",IP67,1,1,43318d94f53a,,"0-10V,PWM,Resistor,Clock",720,"up to 12.2A",40-58.8,"UL,cUL,CE",IP67,PLD720-SMT-58(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/18-ICE-305-Programmable-720.pdf,"ICE-305 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers, Constant Voltage",720,12.2,default,,
5498,variable,5523a1897e48,"ICE-347 Programmable Series
640W All-in-One Dimmable Outdoor LED Drivers, Constant Voltage",1,0,visible,,"outdoor Constant Voltage，programmable,",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers > High Power LED Drivers, LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD640-SMT-54-H1(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Resistor\,Clock",1,1,"Output Power (W)",600,1,1,"Output Current","up to 11.11A",1,1,Safety,"UL\,cUL",1,1,"Waterproof Level",IP67,1,1,5523a1897e48,,"0-10V,PWM,Resistor,Clock",600,"up to 11.11A",42-54,"UL,cUL",IP67,PLD640-SMT-54-H1(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/19-ICE-347-Programmable-640.pdf,"ICE-347 Programmable Series
640W All-in-One Dimmable Outdoor LED Drivers, Constant Voltage",600,11.11,default,,
5504,variable,322b1b3262f5,"ICE-347 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers, Constant Voltage",1,0,visible,,"outdoor Constant Voltage，programmable,",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers > High Power LED Drivers, LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD720-SMT-54-H1(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Resistor\,C+C43lock dimming",1,1,"Output Power (W)",720,1,1,"Output Current","up to 13.33A",1,1,Safety,"UL\,cUL",1,1,"Waterproof Level",IP67,1,1,322b1b3262f5,,"0-10V,PWM,Resistor,C+C43lock dimming",720,"up to 13.33A",42-54,"UL,cUL",IP67,PLD720-SMT-54-H1(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/20-ICE-347-Programmable-720.pdf,"ICE-347 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers, Constant Voltage",720,13.33,default,,
5510,variable,31b1d712a6c6,"ICE-400 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers, Constant Voltage",1,0,visible,,"outdoor Constant Voltage，programmable,",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers > High Power LED Drivers, LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD600-SMT-54-H2(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Resistor\,Clock",1,1,"Output Power (W)",600,1,1,"Output Current","up to 11.11A",1,1,Safety,CE,1,1,"Waterproof Level",IP67,1,1,31b1d712a6c6,,"0-10V,PWM,Resistor,Clock",600,"up to 11.11A",42-54,CE,IP67,PLD600-SMT-54-H2(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/21-ICE-400-Programmable-600.pdf,"ICE-400 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers, Constant Voltage",600,11.11,default,,
5516,variable,80d94b6989b0,"ICE-400 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers, Constant Voltage",1,0,visible,,"outdoor Constant Voltage，programmable,",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers > High Power LED Drivers, LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD720-SMT-54-H2(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Resistor\,Clock",1,1,"Output Power (W)",720,1,1,"Output Current","up to 13.33A",1,1,Safety,CE,1,1,"Waterproof Level",IP67,1,1,80d94b6989b0,,"0-10V,PWM,Resistor,Clock",720,"up to 13.33A",42-54,CE,IP67,PLD720-SMT-54-H2(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/21-ICE-400-Programmable-720.pdf,"ICE-400 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers, Constant Voltage",720,13.33,default,,
5522,variable,9f4d72d2a68f,"ICE-600 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers, Constant Voltage",1,0,visible,,"600Vac outdoor Constant Voltage，programmable,",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers > High Power LED Drivers, LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD600-SMT-48-H3(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Resistor\,Clock",1,1,"Output Power (W)",600,1,1,"Output Current","up to 12.5A",1,1,Safety,"UL\,cUL",1,1,"Waterproof Level",IP67,1,1,9f4d72d2a68f,,"0-10V,PWM,Resistor,Clock",600,"up to 12.5A",36-48,"UL,cUL",IP67,PLD600-SMT-48-H3(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/22-ICE-600-Programmable-600.pdf,"ICE-600 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers, Constant Voltage",600,12.5,default,,
5525,variable,fc8a290240d3,"ICE-600 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers, Constant Voltage",1,0,visible,,"600Vac outdoor Constant Voltage，programmable,",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers > High Power LED Drivers, LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD720-SMT-48-H3(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Resistor\,Clock",1,1,"Output Power (W)",720,1,1,"Output Current","up to 14.9A",1,1,Safety,UL,1,1,"Waterproof Level",IP67,1,1,fc8a290240d3,,"0-10V,PWM,Resistor,Clock",720,"up to 14.9A",36-48,UL,IP67,PLD720-SMT-48-H3(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/23-ICE-600-Programmable-720.pdf,"ICE-600 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers, Constant Voltage",720,14.9,default,,
5550,simple,adc36d9984e6,"0-10V Constant Current LED Drivers
42~50W Current DIP Settable Series",1,0,visible,,"Indoor Constant Current",,,none,,1,,,0,0,,,,,0,,,0,"LED Drivers, LED Drivers > Low Power LED Drivers",Indoor,,,,,,,,,,,0,"Model Name",PLD050-1SCF55AS-1200,1,1,Dimming,0-10V,1,1,"Output Power (W)",50,1,1,"Output Current",600mA/800mA/1000mA/1200mA,1,1,Safety,UL,1,1,"Waterproof Level",IP64,1,1,6e4899d63cda,,0-10V,50,"600mA/
800mA/
1000mA/
1200mA","25-40/
25-40/
25-40/
25-40",UL,IP64,PLD050-1SCF55AS-1200,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/02-0-10V-Dimming-42-50-DIP.pdf,"0-10V Constant Current LED Drivers
42~50W Current DIP Settable Series",,,default,,
5552,simple,c16401763da1,"0-10V Constant Current LED Drivers
75W Super Slim Series",1,0,visible,,"Indoor CC smart driver，Programable, connector",,,none,,1,,,0,0,,,,,0,,,0,"LED Drivers, LED Drivers > Low Power LED Drivers",Indoor,,,,,,,,,,,0,"Model Name",PLD075-1TCF3A-2000,1,1,Dimming,0-10V,1,1,"Output Power (W)",75,1,1,"Output Current",700-2000mA,1,1,Safety,"UL class 2",1,1,"Waterproof Level",IP20,1,1,1ad36710461c,1,0-10V,75,700-2000mA,27-54,"UL class 2",IP20,PLD075-1TCF3A-2000,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/03-Super-Slim.pdf,"0-10V Constant Current LED Drivers
75W Super Slim Series",,,default,5553,
5554,simple,f62aac44cc5b,"0-10V Constant Current LED Drivers
75~96W Series",1,0,visible,,"Indoor Constant Current",,,none,,1,,,0,0,,,,,0,,,0,"LED Drivers, LED Drivers > Low Power LED Drivers",Indoor,,,,,,,,,,,0,"Model Name",PLD096-1TAF2A-40,1,1,Dimming,0-10V,1,1,"Output Power (W)",96,1,1,"Output Current",2.4A,1,1,Safety,"UL class 2",1,1,"Waterproof Level",IP64,1,1,b5cc44caa26f,,0-10V,96,2.4A,20-40,"UL class 2",IP64,PLD096-1TAF2A-40,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/04-10V-Dimming-75-96.pdf,"0-10V Constant Current LED Drivers
75~96W Series",,,default,,
5556,simple,4c6bea7fcca2,"0-10V LED Drivers
75~96W Series, Constant Voltage",1,0,visible,,"Indoor Constant Voltage",,,none,,1,,,0,0,,,,,0,,,0,"LED Drivers, LED Drivers > Low Power LED Drivers",Indoor,,,,,,,,,,,0,"Model Name",PLD096-1TAF2A-40,1,1,Dimming,0-10V,1,1,"Output Power (W)",96,1,1,"Output Current",2.4A,1,1,Safety,"UL class 2",1,1,"Waterproof Level",IP64,1,1,2accf7aeb6c4,,0-10V,96,2.4A,20-40,"UL class 2",IP64,PLD096-1TAF2A-40,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/04-10V-Dimming-75-96.pdf,"0-10V LED Drivers
75~96W Series, Constant Voltage",,,default,,
5287,variation,7ce0b774c19f,"Triac/ELV Dimming Constant Current LED Drivers
13~52W Current DIP Settable Series",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,0,,,,,,,0ef3809ca17a,,,,,,0,"Model Name",PLD013-1SCF503TS-325,,1,Dimming,"Triac/ELV dimming",,1,"Output Power (W)",13.65,,1,"Output Current",250mA/275mA/300mA/325mA,,1,Safety,"UL class 2",,1,"Waterproof Level",IP64,,1,,,"Triac/ELV dimming",13.65,"250mA/
275mA/
300mA/
325mA","34-42V/
34-42V/
34-42V/
34-42V","UL class 2",IP64,PLD013-1SCF503TS-325,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/01-Triac-ELV-Dimming-13-52W-DIP-.pdf,,,,,,1
5288,variation,45a4b5e828f3,"Triac/ELV Dimming Constant Current LED Drivers
13~52W Current DIP Settable Series",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,0,,,,,,,0ef3809ca17a,,,,,,0,"Model Name",PLD020-1SCF503TS-500,,1,Dimming,"Triac/ELV dimming",,1,"Output Power (W)",21,,1,"Output Current",350mA/400mA/450mA/500mA,,1,Safety,"UL class 2",,1,"Waterproof Level",IP64,,1,3f828e5b4a54,,"Triac/ELV dimming",21,"350mA/
400mA/
450mA/
500mA","34-42V/
34-42V/
34-42V/
34-42V","UL class 2",IP64,PLD020-1SCF503TS-500,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/01-Triac-ELV-Dimming-13-52W-DIP-.pdf,,,,default,,
5289,variation,4b6abd8c8ff3,"Triac/ELV Dimming Constant Current LED Drivers
13~52W Current DIP Settable Series",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,0,,,,,,,0ef3809ca17a,,,,,,0,"Model Name",PLD020-1SCF51TS-700,,1,Dimming,"Triac/ELV dimming",,1,"Output Power (W)",20,,1,"Output Current",400mA/500mA/600mA/700mA,,1,Safety,"UL class 2",,1,"Waterproof Level",IP64,,1,3ff8c8dba6b4,,"Triac/ELV dimming",20,"400mA/
500mA/
600mA/
700mA","22-28V/
22-28V/
22-28V/
14-28V","UL class 2",IP64,PLD020-1SCF51TS-700,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/01-Triac-ELV-Dimming-13-52W-DIP-.pdf,,,,default,,
5290,variation,2052b76a17be,"Triac/ELV Dimming Constant Current LED Drivers
13~52W Current DIP Settable Series",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,0,,,,,,,0ef3809ca17a,,,,,,0,"Model Name",PLD036-1SCF521TS-900,,1,Dimming,"Triac/ELV dimming",,1,"Output Power (W)",36,,1,"Output Current","600mA/700mA/ 800mA/900mA",,1,Safety,"UL class 2",,1,"Waterproof Level",IP64,,1,eb71a67b2502,,"Triac/ELV dimming",36,"600mA/
700mA/ 
800mA/
900mA","28-52V/
28-50V/
28-48V/
28-40V","UL class 2",IP64,PLD036-1SCF521TS-900,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/01-Triac-ELV-Dimming-13-52W-DIP-.pdf,,,,default,,
5291,variation,a71ac9083fe0,"Triac/ELV Dimming Constant Current LED Drivers
13~52W Current DIP Settable Series",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,0,,,,,,,0ef3809ca17a,,,,,,0,"Model Name",PLD052-1SCF512TS-1300,,1,Dimming,"Triac/ELV dimming",,1,"Output Power (W)",52,,1,"Output Current",1000mA/1100mA/1200mA/1300mA,,1,Safety,"UL class 2",,1,"Waterproof Level",IP64,,1,0ef3809ca17a,,"Triac/ELV dimming",52,"1000mA/
1100mA/
1200mA/
1300mA","28-52V/
28-48V/
28-42V/
28-40V","UL class 2",IP64,PLD052-1SCF512TS-1300,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/01-Triac-ELV-Dimming-13-52W-DIP-.pdf,,,,default,,
5293,variation,cf8acef83b28,"0-10V Dimming Constant Current LED Drivers
42~50W Current DIP Settable Series",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,0,,,,,,,a1c1c1eb80ee,,,,,,0,"Model Name",PLD042-1SCF55AS-900,,1,Dimming,"0-10V dimming",,1,"Output Power (W)",42,,1,"Output Current","600mA/700mA/ 800mA/900mA",,1,Safety,UL,,1,"Waterproof Level",IP64,,1,,,"0-10V dimming",42,"600mA/
700mA/
800mA/
900mA","27-55V/
27-55V/
27-50V/
27-46V",UL,IP64,PLD042-1SCF55AS-900,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/02-0-10V-Dimming-42-50-DIP.pdf,,,,,,1
5294,variation,5098e0397d26,"0-10V Dimming Constant Current LED Drivers
42~50W Current DIP Settable Series",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,0,,,,,,,a1c1c1eb80ee,,,,,,0,"Model Name",PLD050-1SCF55AS-2100,,1,Dimming,"0-10V dimming",,1,"Output Power (W)",50,,1,"Output Current",1050mA/1400mA/1750mA/2100mA,,1,Safety,UL,,1,"Waterproof Level",IP64,,1,62d7930e8905,,"0-10V dimming",50,"1050mA/
1400mA/
1750mA/
2100mA","18-40V/
18-36V/
16-28V
16-24V",UL,IP64,PLD050-1SCF55AS-2100,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/02-0-10V-Dimming-42-50-DIP.pdf,,,,default,,
5295,variation,ee08be1c1c1a,"0-10V Dimming Constant Current LED Drivers
42~50W Current DIP Settable Series",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,0,,,,,,,a1c1c1eb80ee,,,,,,0,"Model Name",PLD050-1SCF55AS-1200,,1,Dimming,"0-10V dimming",,1,"Output Power (W)",50,,1,"Output Current",600mA/800mA/1000mA/1200mA,,1,Safety,UL,,1,"Waterproof Level",IP64,,1,a1c1c1eb80ee,,"0-10V dimming",50,"600mA/
800mA/
1000mA/
1200mA","25-40V/
25-40V/
25-40V/
25-40V",UL,IP64,PLD050-1SCF55AS-1200,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/02-0-10V-Dimming-42-50-DIP.pdf,,,,default,,
5299,variation,63ea43d80c9b,"0-10V Dimming Constant Current LED Drivers
75~96W Series",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,0,,,,,,,9a0feb2b2cc8,,,,,,0,"Model Name",PLD075-1TAF2A-40,,1,Dimming,"0-10V dimming",,1,"Output Power (W)",75,,1,"Output Current",1.8A,,1,Safety,"UL class 2",,1,"Waterproof Level",IP54,,1,,,"0-10V dimming",75,1.8A,20-40V,"UL class 2",IP54,PLD075-1TAF2A-40,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/04-10V-Dimming-75-96.pdf,,,,,,1
5303,variation,8226993e86dc,"0-10V Dimming Constant Current LED Drivers
75~96W Series",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,0,,,,,,,9a0feb2b2cc8,,,,,,0,"Model Name",PLD080-1TAF2A-76,,1,Dimming,"0-10V dimming",,1,"Output Power (W)",80,,1,"Output Current",1.05A,,1,Safety,UL,,1,"Waterproof Level",IP54,,1,cd68e3996228,,"0-10V dimming",80,1.05A,38-76V,UL,IP54,PLD080-1TAF2A-76,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/04-10V-Dimming-75-96.pdf,,,,default,,
5301,variation,4a7e894b52d3,"0-10V Dimming Constant Current LED Drivers
75~96W Series",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,0,,,,,,,9a0feb2b2cc8,,,,,,0,"Model Name",PLD080-1TAF2A-40,,1,Dimming,"0-10V dimming",,1,"Output Power (W)",80,,1,"Output Current",2.0A,,1,Safety,"UL class 2",,1,"Waterproof Level",IP54,,1,3d25b498e7a4,,"0-10V dimming",80,2.0A,20-40V,"UL class 2",IP54,PLD080-1TAF2A-40,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/04-10V-Dimming-75-96.pdf,,,,default,,
5300,variation,65369577bf27,"0-10V Dimming Constant Current LED Drivers
75~96W Series",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,0,,,,,,,9a0feb2b2cc8,,,,,,0,"Model Name",PLD080-1TAF2A-24,,1,Dimming,"0-10V dimming",,1,"Output Power (W)",80,,1,"Output Current",3.33A,,1,Safety,"UL class 2",,1,"Waterproof Level",IP54,,1,72fb77596356,,"0-10V dimming",80,3.33A,12-24V,"UL class 2",IP54,PLD080-1TAF2A-24,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/04-10V-Dimming-75-96.pdf,,,,default,,
5302,variation,4abee5928c73,"0-10V Dimming Constant Current LED Drivers
75~96W Series",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,0,,,,,,,9a0feb2b2cc8,,,,,,0,"Model Name",PLD080-1TAF2A-57,,1,Dimming,"0-10V dimming",,1,"Output Power (W)",80,,1,"Output Current",1.4A,,1,Safety,UL,,1,"Waterproof Level",IP54,,1,37c8295eeba4,,"0-10V dimming",80,1.4A,28-57V,UL,IP54,PLD080-1TAF2A-57,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/04-10V-Dimming-75-96.pdf,,,,default,,
5304,variation,f46b83f1b068,"0-10V Dimming Constant Current LED Drivers
75~96W Series",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,0,,,,,,,9a0feb2b2cc8,,,,,,0,"Model Name",PLD080-1TAF2A-114,,1,Dimming,"0-10V dimming",,1,"Output Power (W)",80,,1,"Output Current",0.7A,,1,Safety,UL,,1,"Waterproof Level",IP54,,1,860b1f38b64f,,"0-10V dimming",80,0.7A,57-114V,UL,IP54,PLD080-1TAF2A-114,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/04-10V-Dimming-75-96.pdf,,,,default,,
5305,variation,7e36e0e2114c,"0-10V Dimming Constant Current LED Drivers
75~96W Series",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,0,,,,,,,9a0feb2b2cc8,,,,,,0,"Model Name",PLD096-1TAF2A-24,,1,Dimming,"0-10V dimming",,1,"Output Power (W)",96,,1,"Output Current",4A,,1,Safety,"UL class 2",,1,"Waterproof Level",IP54,,1,c4112e0e63e7,,"0-10V dimming",96,4A,12-24V,"UL class 2",IP54,PLD096-1TAF2A-24,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/04-10V-Dimming-75-96.pdf,,,,default,,
5306,variation,8cc2b2bef0a9,"0-10V Dimming Constant Current LED Drivers
75~96W Series",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,0,,,,,,,9a0feb2b2cc8,,,,,,0,"Model Name",PLD096-1TAF2A-40,,1,Dimming,"0-10V dimming",,1,"Output Power (W)",96,,1,"Output Current",2.4A,,1,Safety,"UL class 2",,1,"Waterproof Level",IP64,,1,9a0feb2b2cc8,,"0-10V dimming",96,2.4A,20-40V,"UL class 2",IP64,PLD096-1TAF2A-40,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/04-10V-Dimming-75-96.pdf,,,,default,,
5314,variation,0bf91e285efa,"All-in-One Dimming Constant Current LED Drivers
30~60W Programmable Series",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,0,,,,,,,bea62446b5c6,,,,,,0,"Model Name",PLD050-1SCF692WA/C-1400,,1,Dimming,"0(0.1)-10V\, PWM\, external resistor\, clock dimming",,1,"Output Power (W)","up to 50",,1,"Output Current",700-1400mA,,1,Safety,"UL class 2",,1,"Waterproof Level",IP20,,1,afe582e19fb0,,"0(0.1)-10V, PWM, external resistor, clock dimming","up to 50",700-1400mA,20-50V,"UL class 2",IP20,PLD050-1SCF692WA/C-1400,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/05-All-in-one-30-60.pdf,,,,default,,
5311,variation,481dc68932a4,"All-in-One Dimming Constant Current LED Drivers
30~60W Programmable Series",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,0,,,,,,,bea62446b5c6,,,,,,0,"Model Name",PLD042-1SCF691WA/C-1200,,1,Dimming,"0(0.1)-10V\, PWM\, external resistor\, clock dimming",,1,"Output Power (W)","up to 42",,1,"Output Current",600-1200mA,,1,Safety,"UL class 2",,1,"Waterproof Level",IP20,,1,4a23986cd184,,"0(0.1)-10V, PWM, external resistor, clock dimming","up to 42",600-1200mA,20-50V,"UL class 2",IP20,PLD042-1SCF691WA/C-1200,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/05-All-in-one-30-60.pdf,,,,default,,
