Type,Category,Series,Model Name,Description,Dimming,output power (sorting),output Power (W),Output Current,Output Current (A),Output Voltage (V),safety,water proof level,Datasheet,Terminal,BOM Cost$,MOQ 10K Pcs,"EXWorks$ 
MOQ 10k",MOQ 5k Pcs,EXWorks$ MOQ 5k,MOQ 2k Pcs,EXWorks$ MOQ 2k,MOQ 1k Pcs,EXWorks$ MOQ 1k,MOQ 500 Pcs,EXWorks$ MOQ 500,Sample Price 1-10 pcs,EXWorks Price for Order 100-299pcs,EXWorks Price for Order 300-499pcs,Sample Price 1-10 pcs,DAP Price for Order 100-299pcs,DAP Price for Order 300-499pcs,case material,dimension(mm),Status,Responsible,Product Line,Programmable Responsible,Carton Size(mm),Net Weight(kg),Gross Weight(kg),Units/ Carton,"Pallet Size
(mm)",Pallet Weight(kg),Cartons/Pallet,Total Weight/ pallet,Custom Order,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
120W Programmable Series",PLD120-SMR-24(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",120,120,up to 5A,5,12-30,UL ,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/10-Programmable-120.pdf,cable,13.89,10000, 17.46 ,5000, 17.64 ,2000, 18.00 ,1000, 18.90 ,500, 19.80 , 54.00 , 25.74 , 23.76 , 47.52 , 30.89 , 28.51 , Metal , 227*49*40.5 , Mass Production , xiaochencao@fsp-powerland.com , ALP ,,,,,,,,,,45,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
120W Programmable Series",PLD120-SMR-36(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",120,120,up to 3.3A,3.3,23-45,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/10-Programmable-120.pdf,cable,13.89,10000, 17.46 ,5000, 17.64 ,2000, 18.00 ,1000, 18.90 ,500, 19.80 , 54.00 , 25.74 , 23.76 , 47.52 , 30.89 , 28.51 , Metal , 227*49*40.5 , Mass Production , xiaochencao@fsp-powerland.com , ALP ,,,,,,,,,,46,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
120W Programmable Series",PLD120-SMR-48(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",120,120,up to 2.5A,2.5,29-58.8,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/10-Programmable-120.pdf,cable,13.89,10000, 17.46 ,5000, 17.64 ,2000, 18.00 ,1000, 18.90 ,500, 19.80 , 54.00 , 25.74 , 23.76 , 47.52 , 30.89 , 28.51 , Metal , 227*49*40.5 , Mass Production , xiaochencao@fsp-powerland.com , ALP ,,,,,,,,,,47,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
120W Programmable Series",PLD120-SMR-86(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",120,120,up to 1.68A,1.68,35-86,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/10-Programmable-120.pdf,cable,13.89,10000, 17.46 ,5000, 17.64 ,2000, 18.00 ,1000, 18.90 ,500, 19.80 , 54.00 , 25.74 , 23.76 , 47.52 , 30.89 , 28.51 , Metal , 227*49*40.5 , Mass Production , xiaochencao@fsp-powerland.com , ALP ,,,,,,,,,,48,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
120W Programmable Series",PLD120-SMR-114(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",120,120,up to 1.26A,1.26,47-114,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/10-Programmable-120.pdf,cable,13.97,10000, 17.46 ,5000, 17.64 ,2000, 18.00 ,1000, 18.90 ,500, 19.80 , 54.00 , 25.74 , 23.76 , 47.52 , 30.89 , 28.51 , Metal , 227*49*40.5 , Mass Production , xiaochencao@fsp-powerland.com , ALP ,,,,,,,,,,49,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
120W Programmable Series",PLD120-SMR-170(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",120,120,up to 0.84A,0.84,72-170,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/10-Programmable-120.pdf,cable,14.03,10000, 17.46 ,5000, 17.64 ,2000, 18.00 ,1000, 18.90 ,500, 19.80 , 54.00 , 25.74 , 23.76 , 47.52 , 30.89 , 28.51 , Metal , 227*49*40.5 , Mass Production , xiaochencao@fsp-powerland.com , ALP ,,,,,,,,,,50,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
150W Programmable Series",PLD150-SMT-24(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",150,150,up to 7.5A,7.5,16-24,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/11-Programmable-150.pdf,cable,22.06/24.26/24.26,10000, 22.31 ,5000, 22.54 ,2000, 23.00 ,1000, 24.15 ,500, 25.30 , 69.00 , 32.89 , 30.36 , 60.72 , 39.47 , 36.43 , Metal , 200*68*42.5 , Mass Production , zhongqiyu@fsp-powerland.com , ALP ,,,,,,,,,,52,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
150W Programmable Series",PLD150-SMT-36(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",150,150,up to 5A,5,24-36,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/11-Programmable-150.pdf,cable,22.06/24.26/24.26,10000, 22.31 ,5000, 22.54 ,2000, 23.00 ,1000, 24.15 ,500, 25.30 , 69.00 , 32.89 , 30.36 , 60.72 , 39.47 , 36.43 , Metal , 200*68*42.5 , Mass Production , zhongqiyu@fsp-powerland.com , ALP ,,,,,,,,,,53,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
150W Programmable Series",PLD150-SMT-42(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",150,150,up to 4.3A,4.3,28-42,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/11-Programmable-150.pdf,cable,22.06/24.26/24.26,10000, 22.31 ,5000, 22.54 ,2000, 23.00 ,1000, 24.15 ,500, 25.30 , 69.00 , 32.89 , 30.36 , 60.72 , 39.47 , 36.43 , Metal , 200*68*42.5 , Mass Production , zhongqiyu@fsp-powerland.com , ALP ,,,,,,,,,,54,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
150W Programmable Series",PLD150-SMT-48(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",150,150,up to 3.75A,3.75,32-48,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/11-Programmable-150.pdf,cable,22.06/24.26/24.26,10000, 22.31 ,5000, 22.54 ,2000, 23.00 ,1000, 24.15 ,500, 25.30 , 69.00 , 32.89 , 30.36 , 60.72 , 39.47 , 36.43 , Metal , 200*68*42.5 , Mass Production , zhongqiyu@fsp-powerland.com , ALP ,,,,,,,,,,55,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
150W Programmable Series",PLD150-SMT-58(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",150,150,up to 2.6A,2.6,29-58,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/11-Programmable-150.pdf,cable,22.06/24.26/24.26,10000, 22.31 ,5000, 22.54 ,2000, 23.00 ,1000, 24.15 ,500, 25.30 , 69.00 , 32.89 , 30.36 , 60.72 , 39.47 , 36.43 , Metal , 230*68*42.5 , Mass Production , zhongqiyu@fsp-powerland.com , ALP ,,,,,,,,,,56,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
150W Programmable Series",PLD150-SMT-95(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",150,150,up to 1.89A,1.89,47-95,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/11-Programmable-150.pdf,cable,22.06/24.26/24.26,10000, 22.31 ,5000, 22.54 ,2000, 23.00 ,1000, 24.15 ,500, 25.30 , 69.00 , 32.89 , 30.36 , 60.72 , 39.47 , 36.43 , Metal , 230*68*42.5 , Mass Production , zhongqiyu@fsp-powerland.com , ALP ,,,,,,,,,,57,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
150W Programmable Series",PLD150-SMT-142(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",150,150,up to 1.26A,1.26,71-142,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/11-Programmable-150.pdf,cable,22.06/24.26/24.26,10000, 22.31 ,5000, 22.54 ,2000, 23.00 ,1000, 24.15 ,500, 25.30 , 69.00 , 32.89 , 30.36 , 60.72 , 39.47 , 36.43 , Metal , 230*68*42.5 , Mass Production , zhongqiyu@fsp-powerland.com , ALP ,,,,,,,,,,58,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
150W Programmable Series",PLD150-SMT-190(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",150,150,up to 0.95A,0.95,95-190,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/11-Programmable-150.pdf,cable,22.06/24.26/24.26,10000, 22.31 ,5000, 22.54 ,2000, 23.00 ,1000, 24.15 ,500, 25.30 , 69.00 , 32.89 , 30.36 , 60.72 , 39.47 , 36.43 , Metal , 230*68*42.5 , Mass Production , zhongqiyu@fsp-powerland.com , ALP ,,,,,,,,,,59,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
150W Programmable Series",PLD150-SMT-285(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",150,150,up to 0.63A,0.63,142-285,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/11-Programmable-150.pdf,cable,22.06/24.26/24.26,10000, 22.31 ,5000, 22.54 ,2000, 23.00 ,1000, 24.15 ,500, 25.30 , 69.00 , 32.89 , 30.36 , 60.72 , 39.47 , 36.43 , Metal , 230*68*42.5 , Mass Production , zhongqiyu@fsp-powerland.com , ALP ,,,,,,,,,,60,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
200W Programmable Series",PLD200-SMT-24(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",200,200,up to 10A,10,16-24,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/12-Programmable-200.pdf,cable,26.47/28.68/28.68,10000, 27.16 ,5000, 27.44 ,2000, 28.00 ,1000, 29.40 ,500, 30.80 , 84.00 , 40.04 , 36.96 , 73.92 , 48.05 , 44.35 , Metal , 230*68*42.5 , Mass Production , zhongqiyu@fsp-powerland.com , ALP ,,,,,,,,,,62,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
200W Programmable Series",PLD200-SMT-36(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",200,200,up to 6.67A,6.67,24-36,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/12-Programmable-200.pdf,cable,26.47/28.68/28.68,10000, 27.16 ,5000, 27.44 ,2000, 28.00 ,1000, 29.40 ,500, 30.80 , 84.00 , 40.04 , 36.96 , 73.92 , 48.05 , 44.35 , Metal , 230*68*42.5 , Mass Production , zhongqiyu@fsp-powerland.com , ALP ,,,,,,,,,,63,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
200W Programmable Series",PLD200-SMT-42(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",200,200,up to 5.7A,5.7,28-42,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/12-Programmable-200.pdf,cable,26.47/28.68/28.68,10000, 27.16 ,5000, 27.44 ,2000, 28.00 ,1000, 29.40 ,500, 30.80 , 84.00 , 40.04 , 36.96 , 73.92 , 48.05 , 44.35 , Metal , 230*68*42.5 , Mass Production , zhongqiyu@fsp-powerland.com , ALP ,,,,,,,,,,64,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
200W Programmable Series",PLD200-SMT-48(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",200,200,up to 5A,5,32-48,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/12-Programmable-200.pdf,cable,26.47/28.68/28.68,10000, 27.16 ,5000, 27.44 ,2000, 28.00 ,1000, 29.40 ,500, 30.80 , 84.00 , 40.04 , 36.96 , 73.92 , 48.05 , 44.35 , Metal , 230*68*42.5 , Mass Production , zhongqiyu@fsp-powerland.com , ALP ,,,,,,,,,,65,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
200W Programmable Series",PLD200-SMT-58(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",200,200,up to 3.2A,3.2,29-58,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/12-Programmable-200.pdf,cable,26.47/28.68/28.68,10000, 27.16 ,5000, 27.44 ,2000, 28.00 ,1000, 29.40 ,500, 30.80 , 84.00 , 40.04 , 36.96 , 73.92 , 48.05 , 44.35 , Metal , 230*68*42.5 , Mass Production , zhongqiyu@fsp-powerland.com , ALP ,,,,,,,,,,66,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
200W Programmable Series",PLD200-SMT-95(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",200,200,up to 2.52A,2.52,47-95,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/12-Programmable-200.pdf,cable,26.47/28.68/28.68,10000, 27.16 ,5000, 27.44 ,2000, 28.00 ,1000, 29.40 ,500, 30.80 , 84.00 , 40.04 , 36.96 , 73.92 , 48.05 , 44.35 , Metal , 230*68*42.5 , Mass Production , zhongqiyu@fsp-powerland.com , ALP ,,,,,,,,,,67,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
200W Programmable Series",PLD200-SMT-142(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",200,200,up to 1.68A,1.68,71-142,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/12-Programmable-200.pdf,cable,26.47/28.68/28.68,10000, 27.16 ,5000, 27.44 ,2000, 28.00 ,1000, 29.40 ,500, 30.80 , 84.00 , 40.04 , 36.96 , 73.92 , 48.05 , 44.35 , Metal , 230*68*42.5 , Mass Production , zhongqiyu@fsp-powerland.com , ALP ,,,,,,,,,,68,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
200W Programmable Series",PLD200-SMT-190(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",200,200,up to 1.28A,1.28,95-190,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/12-Programmable-200.pdf,cable,26.47/28.68/28.68,10000, 27.16 ,5000, 27.44 ,2000, 28.00 ,1000, 29.40 ,500, 30.80 , 84.00 , 40.04 , 36.96 , 73.92 , 48.05 , 44.35 , Metal , 230*68*42.5 , Mass Production , zhongqiyu@fsp-powerland.com , ALP ,,,,,,,,,,69,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
200W Programmable Series",PLD200-SMT-285(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",200,200,up to 0.84A,0.84,142-285,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/12-Programmable-200.pdf,cable,26.47/28.68/28.68,10000, 27.16 ,5000, 27.44 ,2000, 28.00 ,1000, 29.40 ,500, 30.80 , 84.00 , 40.04 , 36.96 , 73.92 , 48.05 , 44.35 , Metal , 230*68*42.5 , Mass Production , zhongqiyu@fsp-powerland.com , ALP ,,,,,,,,,,70,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
240W Programmable Series",PLD240-SMT-24(Z/B/E),"outdoor Constant Current，programmable,  optional 12V auxiliary power","0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",240,240,up to 12A,12,16-24,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/13-Programmable-240.pdf,cable,29.41/31.62/31.62,10000, 31.04 ,5000, 31.36 ,2000, 32.00 ,1000, 33.60 ,500, 35.20 , 96.00 , 45.76 , 42.24 , 84.48 , 54.91 , 50.69 , Metal , 230*68*42.5 , Samples Available in 2-3 weeks , jianghuali@fsp-powerland.com , ALP ,,,,,,,,,,72,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
240W Programmable Series",PLD240-SMT-36(Z/B/E),"outdoor Constant Current，programmable,  optional 12V auxiliary power","0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",240,240,up to 8A,8,24-36,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/13-Programmable-240.pdf,cable,29.41/31.62/31.62,10000, 31.04 ,5000, 31.36 ,2000, 32.00 ,1000, 33.60 ,500, 35.20 , 96.00 , 45.76 , 42.24 , 84.48 , 54.91 , 50.69 , Metal , 230*68*42.5 , Samples Available in 2-3 weeks , jianghuali@fsp-powerland.com , ALP ,,,,,,,,,,73,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
240W Programmable Series",PLD240-SMT-42(Z/B/E),"outdoor Constant Current，programmable,  optional 12V auxiliary power","0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",240,240,up to 6.86A,6.86,28-42,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/13-Programmable-240.pdf,cable,29.41/31.62/31.62,10000, 31.04 ,5000, 31.36 ,2000, 32.00 ,1000, 33.60 ,500, 35.20 , 96.00 , 45.76 , 42.24 , 84.48 , 54.91 , 50.69 , Metal , 230*68*42.5 , Samples Available in 2-3 weeks , jianghuali@fsp-powerland.com , ALP ,,,,,,,,,,74,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
240W Programmable Series",PLD240-SMT-48(Z/B/E),"outdoor Constant Current，programmable,  optional 12V auxiliary power","0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",240,240,up to 6A,6,32-48,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/13-Programmable-240.pdf,cable,29.41/31.62/31.62,10000, 31.04 ,5000, 31.36 ,2000, 32.00 ,1000, 33.60 ,500, 35.20 , 96.00 , 45.76 , 42.24 , 84.48 , 54.91 , 50.69 , Metal , 230*68*42.5 , Samples Available in 2-3 weeks , jianghuali@fsp-powerland.com , ALP ,,,,,,,,,,75,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
320W Programmable Series",PLD320-SMT-36(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",320,320,up to 8.88A,8.88,24-36,UL ,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/14-Programmable-320.pdf,cable,33.82/36.03/36.03,10000, 43.65 ,5000, 44.10 ,2000, 45.00 ,1000, 47.25 ,500, 49.50 , 135.00 , 64.35 , 59.40 , 118.80 , 77.22 , 71.28 , Metal , 245*84*42.5 , Samples Available , jianghuali@fsp-powerland.com , ALP ,,,,,,,,,,77,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
320W Programmable Series",PLD320-SMT-48(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",320,320,up to 6.66A,6.66,32-48,UL ,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/14-Programmable-320.pdf,cable,33.82/36.03/36.03,10000, 43.65 ,5000, 44.10 ,2000, 45.00 ,1000, 47.25 ,500, 49.50 , 135.00 , 64.35 , 59.40 , 118.80 , 77.22 , 71.28 , Metal , 245*84*42.5 , Samples Available , jianghuali@fsp-powerland.com , ALP ,,,,,,,,,,78,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
320W Programmable Series",PLD320-SMT-54(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",320,320,up to 5.93A,5.93,36-54,UL ,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/14-Programmable-320.pdf,cable,33.82/36.03/36.03,10000, 43.65 ,5000, 44.10 ,2000, 45.00 ,1000, 47.25 ,500, 49.50 , 135.00 , 64.35 , 59.40 , 118.80 , 77.22 , 71.28 , Metal , 245*84*42.5 , Samples Available , jianghuali@fsp-powerland.com , ALP ,,,,,,,,,,79,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
320W Programmable Series",PLD320-SMT-58(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",320,320,up to 5.52A,5.52,40-58.8,UL ,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/14-Programmable-320.pdf,cable,33.82/36.03/36.03,10000, 43.65 ,5000, 44.10 ,2000, 45.00 ,1000, 47.25 ,500, 49.50 , 135.00 , 64.35 , 59.40 , 118.80 , 77.22 , 71.28 , Metal , 245*84*42.5 , Samples Available , jianghuali@fsp-powerland.com , ALP ,,,,,,,,,,80,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
320W Programmable Series",PLD320-SMT-152(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",320,320,up to 2.1A,2.1,94-152,UL ,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/14-Programmable-320.pdf,cable,33.82/36.03/36.03,10000, 43.65 ,5000, 44.10 ,2000, 45.00 ,1000, 47.25 ,500, 49.50 , 135.00 , 64.35 , 59.40 , 118.80 , 77.22 , 71.28 , Metal , 245*84*42.5 , Samples Available , jianghuali@fsp-powerland.com , ALP ,,,,,,,,,,81,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
320W Programmable Series",PLD320-SMT-228(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",320,320,up to 1.4A,1.4,142-228,UL ,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/14-Programmable-320.pdf,cable,33.82/36.03/36.03,10000, 43.65 ,5000, 44.10 ,2000, 45.00 ,1000, 47.25 ,500, 49.50 , 135.00 , 64.35 , 59.40 , 118.80 , 77.22 , 71.28 , Metal , 245*84*42.5 , Samples Available , jianghuali@fsp-powerland.com , ALP ,,,,,,,,,,82,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers
320W Programmable Series",PLD320-SMT-428(Z/B/E),outdoor Constant Current，programmable,"0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",320,320,up to 0.7A,0.7,320-428,UL ,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/14-Programmable-320.pdf,cable,33.82/36.03/36.03,10000, 43.65 ,5000, 44.10 ,2000, 45.00 ,1000, 47.25 ,500, 49.50 , 135.00 , 64.35 , 59.40 , 118.80 , 77.22 , 71.28 , Metal , 245*84*42.5 , Samples Available , jianghuali@fsp-powerland.com , ALP ,,,,,,,,,,83,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
400W All-in-One Dimmable Outdoor LED Drivers",PLD400-SMT-36(Z/B/E),"Constant current & constant voltage output,output current & output voltage programmable,support wireless dimming (Bluetooth or ZigBee protocol)","0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",400,400,up to 11.1A,11.1,24-36,"UL8750,EN61347-2-13",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/15-ICE-305-Programmable-400.pdf,wire,38.24/40.44/40.44,10000, 66.93 ,5000, 67.62 ,2000, 69.00 ,1000, 72.45 ,500, 75.90 , 207.00 , 98.67 , 91.08 , 182.16 , 118.40 , 109.30 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,85,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-305 Programmable Series
400W All-in-One Dimmable Outdoor LED Drivers",PLD400-SMT-42(Z/B/E),"Constant current & constant voltage output,output current & output voltage programmable,support wireless dimming (Bluetooth or ZigBee protocol)","0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",400,400,up to 9.5A,9.5,27-42,"UL8750,EN61347-2-13",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/15-ICE-305-Programmable-400.pdf,wire,38.24/40.44/40.44,10000, 66.93 ,5000, 67.62 ,2000, 69.00 ,1000, 72.45 ,500, 75.90 , 207.00 , 98.67 , 91.08 , 182.16 , 118.40 , 109.30 ,Aluminum,240*123*54,Sample Available,jianhuali@fsp-powerland.com,ALP,,,,,,,,,,86,,
